177,636280583829085871,99999999,15,42.3
178,636280665494499858,11111111,43,10.45
179,636280841272937030,88888888,12,10.95
180,636280973523978553,66666666,47,42.81
181,636280982052243530,44444444,37,22.61
182,636281183473470170,77777777,13,23.44
183,636281334135289790,44444444,28,22.61
184,636281336780456362,55555555,11,37.17
185,636281372424641894,55555555,18,37.17
186,636281431730664754,55555555,29,37.17
187,636281516371772161,33333333,8,35.56
188,636281562060289764,55555555,38,37.17
189,636281719258551281,22222222,19,36.22
190,636281872509692275,33333333,7,35.56
191,636281940705206756,55555555,7,37.17
192,636282513760300865,66666666,36,42.81
193,636282777400011831,99999999,38,42.3
194,636283295921795484,33333333,38,35.56
195,636283592045594662,55555555,15,37.17
196,636283524061151561,22222222,12,36.22
197,636283879079141721,99999999,33,42.3
198,636284541859608642,22222222,25,36.22
199,636284651729219344,77777777,48,23.44
200,636284691675195063,33333333,36,35.56
201,636285067356345078,22222222,22,36.22
202,636285041286300643,11111111,17,10.45
203,636285037430232593,44444444,14,22.61
204,636285159774288031,22222222,6,36.22
205,636285157694814493,99999999,38,42.3
206,636285956232977649,99999999,45,42.3
207,636286261541125436,44444444,19,22.61
208,636286263321240778,33333333,28,35.56
209,636286252502870475,44444444,16,22.61
210,636286359942164568,66666666,20,42.81
211,636286373859115985,33333333,20,35.56
212,636286423573293160,22222222,21,36.22
213,636286447200256652,44444444,11,22.61
214,636286469013046028,22222222,48,36.22
215,636286642026479666,99999999,10,42.3
216,636286717304952986,77777777,3,23.44
217,636286958915294590,77777777,27,23.44
218,636286968012199962,66666666,40,42.81
219,636287065887185759,22222222,44,36.22
220,636287432357237397,22222222,33,36.22
221,636288790097155016,33333333,1,35.56
222,636289161841887647,22222222,6,36.22
223,636289282776114546,66666666,14,42.81
224,636289290099343433,11111111,46,10.45
225,636289325316688668,33333333,42,35.56
226,636289393928390162,88888888,13,10.95
227,636289434150829638,66666666,41,42.81
228,636289510161808533,44444444,5,22.61
229,636289546081608977,99999999,19,42.3
230,636289673921071459,22222222,1,36.22
231,636289732920534542,99999999,7,42.3
232,636289959777830435,11111111,12,10.45
233,636290032058619241,99999999,18,42.3
234,636290119989896598,55555555,29,37.17
235,636290155275156038,11111111,15,10.45
236,636290415839534059,88888888,13,10.95
237,636290551332332069,33333333,27,35.56
238,636290819410109037,55555555,7,37.17
239,636291073048486876,22222222,30,36.22
240,636291062646741039,99999999,28,42.3
241,636291139608968398,33333333,48,35.56
242,636292678751997841,88888888,32,10.95
243,636292771249697886,33333333,21,35.56
244,636292874333082472,55555555,19,37.17
245,636292918962711450,11111111,35,10.45
246,636293179526472985,88888888,44,10.95
247,636293428965723189,33333333,46,35.56
248,636294199934862055,88888888,18,10.95
249,636294314649950187,77777777,9,23.44
250,636294572805695864,99999999,4,42.3
251,636294647019731119,88888888,5,10.95
252,636294682397441977,55555555,12,37.17
253,636294871990312535,99999999,1,42.3
254,636295559987846044,55555555,7,37.17
255,636295676849514991,22222222,24,36.22
256,636296052182481689,44444444,43,22.61
257,636296123415047739,44444444,9,22.61
258,636297079181274798,44444444,42,22.61
259,636297370857136570,11111111,24,10.45
260,636297345868445910,55555555,33,37.17
261,636297399481558388,22222222,23,36.22
262,636297413591178862,77777777,35,23.44
263,636297969689259050,66666666,33,42.81
264,636298125866011090,33333333,39,35.56
265,636298372564918335,66666666,26,42.81
266,636298447696899714,11111111,24,10.45
267,636298735443927397,33333333,35,35.56
268,636298792138500458,55555555,44,37.17
269,636299080298296897,11111111,36,10.45
270,636299230207984772,88888888,29,10.95
271,636299574847688569,22222222,28,36.22
272,636299669846079329,22222222,16,36.22
273,636299613999348095,33333333,38,35.56
274,636299792430103669,99999999,6,42.3
275,636300268916870796,11111111,47,10.45
276,636300422472465875,44444444,3,22.61
277,636300543893208262,77777777,7,23.44
278,636300612398157314,11111111,10,10.45
279,636300723320197857,33333333,49,35.56
280,636301287836403791,77777777,37,23.44
281,636301770843843270,11111111,3,10.45
282,636301961239912495,88888888,47,10.95
283,636302295042765293,88888888,6,10.95
284,636302634424319016,99999999,13,42.3
285,636302892578540715,44444444,49,22.61
286,636302829896902920,99999999,4,42.3
287,636302870124562696,77777777,49,23.44
288,636302992176382335,99999999,19,42.3
289,636303194871289942,11111111,37,10.45
290,636303391139986081,44444444,23,22.61
291,636303379886633588,55555555,21,37.17
292,636303421254871913,33333333,5,35.56
293,636303519837713278,77777777,4,23.44
294,636303798241358195,88888888,40,10.95
295,636304294532951084,88888888,28,10.95
296,636304299184401448,33333333,30,35.56
297,636304586809312726,22222222,33,36.22
298,636304672706658295,33333333,45,35.56
299,636304755490952456,11111111,6,10.45
300,636304887887298067,33333333,17,35.56
301,636304932671509989,88888888,31,10.95
302,636304951196705134,33333333,8,35.56
303,636305057654661782,77777777,49,23.44
304,636305056137088695,55555555,3,37.17
305,636305271117584362,44444444,17,22.61
306,636306076084292683,33333333,46,35.56
307,636306171287311673,44444444,8,22.61
308,636306169949158354,33333333,23,35.56
309,636306297583326868,77777777,15,23.44
310,636306324332060815,44444444,5,22.61
311,636306549104506838,22222222,29,36.22
312,636306650192929112,44444444,44,22.61
313,636306718657046994,66666666,27,42.81
314,636306747046728993,66666666,14,42.81
315,636306757157127521,99999999,22,42.3
316,636307997877935336,55555555,37,37.17
317,636308220947636330,33333333,2,35.56
318,636308665648309939,11111111,42,10.45
319,636308645509819368,22222222,31,36.22
320,636308650280062854,55555555,21,37.17
321,636308719532351177,77777777,33,23.44
322,636309485915101747,44444444,36,22.61
323,636309678937544791,88888888,2,10.95
324,636309763027404250,66666666,2,42.81
325,636310010734507840,66666666,7,42.81
326,636310094199525876,77777777,11,23.44
327,636310379125953313,99999999,38,42.3
328,636310748947515752,88888888,37,10.95
329,636310848932157982,99999999,2,42.3
330,636310994081129963,66666666,11,42.81
331,636311141624806514,22222222,35,36.22
332,636312078763198923,11111111,35,10.45
333,636312015425824542,11111111,47,10.45
334,636312276501539152,44444444,5,22.61
335,636312484497703863,77777777,18,23.44
336,636312559117584421,99999999,40,42.3
337,636312793459336758,66666666,14,42.81
338,636312983183558143,66666666,39,42.81
339,636313024518290915,22222222,20,36.22
340,636313069820983129,88888888,44,10.95
341,636313510194062393,99999999,31,42.3
342,636313717307249388,77777777,4,23.44
343,636314217842860535,33333333,47,35.56
344,636314368994502143,44444444,17,22.61
345,636314349597203081,22222222,11,36.22
346,636314660229776732,88888888,11,10.95
347,636315624342057598,22222222,34,36.22
348,636315665268880584,99999999,34,42.3
349,636315963982440839,77777777,30,23.44
350,636316249319748857,88888888,30,10.95
351,636316432611332967,22222222,3,36.22
352,636316898644668787,77777777,26,23.44
353,636316991641462467,77777777,39,23.44
354,636316949536323279,55555555,43,37.17
355,636317282682785810,11111111,37,10.45
356,636317294672738364,99999999,5,42.3
357,636317863771722179,44444444,13,22.61
358,636317961354974858,77777777,16,23.44
359,636317964266900075,88888888,45,10.95
360,636317960494162263,99999999,45,42.3
361,636318332009312223,77777777,15,23.44
362,636318744736098583,77777777,48,23.44
363,636318734972740515,22222222,41,36.22
364,636319366396248920,88888888,21,10.95
365,636319537516383649,11111111,32,10.45
366,636319721981669648,99999999,10,42.3
367,636319986907375858,22222222,18,36.22
368,636320182325377522,33333333,35,35.56
369,636320338135064465,22222222,11,36.22
370,636320685316311442,88888888,39,10.95
371,636321165500429491,88888888,38,10.95
372,636321176659312041,11111111,26,10.45
373,636321366638148539,33333333,24,35.56
374,636321470498047754,66666666,6,42.81
375,636321694722786246,22222222,41,36.22
376,636321761474969051,22222222,42,36.22
377,636322088284316163,11111111,7,10.45
378,636322134732669538,22222222,1,36.22
379,636322261530956024,88888888,47,10.95
380,636322344472203172,66666666,11,42.81
381,636322534261153878,66666666,25,42.81
382,636322857970732715,11111111,24,10.45
383,636323151560183712,55555555,40,37.17
384,636323332351638512,88888888,22,10.95
385,636323390190788590,22222222,8,36.22
386,636324431971271233,66666666,8,42.81
387,636324957309027669,22222222,16,36.22
388,636325092311684793,55555555,26,37.17
389,636325180571527265,44444444,12,22.61
390,636325144955969658,66666666,40,42.81
391,636325215610814136,66666666,40,42.81
392,636325352858980743,55555555,13,37.17
393,636325596779707448,77777777,27,23.44
394,636326915172861452,33333333,24,35.56
395,636327060209409678,33333333,1,35.56
396,636327056543226611,99999999,43,42.3
397,636327063241666163,99999999,26,42.3
398,636327151024524745,66666666,31,42.81
399,636327437528621884,77777777,17,23.44
400,636327475150905095,11111111,47,10.45
401,636327597960143210,88888888,8,10.95
402,636327564471578695,55555555,24,37.17
403,636327543446854760,22222222,15,36.22
404,636328463982674275,33333333,31,35.56
405,636328545902431211,33333333,2,35.56
406,636328675829829015,66666666,43,42.81
407,636328769916741597,11111111,28,10.45
408,636328945727794337,22222222,11,36.22
409,636329293978903881,33333333,30,35.56
410,636329452775040447,88888888,26,10.95
411,636329447842999540,99999999,31,42.3
412,636329823557995522,33333333,44,35.56
413,636330459773207313,77777777,28,23.44
414,636330437347351195,55555555,35,37.17
415,636330792158233697,44444444,45,22.61
416,636330981207010495,88888888,31,10.95
417,636331236433109667,99999999,4,42.3
418,636331386658457478,77777777,40,23.44
419,636331618907882412,66666666,49,42.81
420,636331783032267628,55555555,20,37.17
421,636331931874835963,44444444,26,22.61
422,636332178515468660,66666666,18,42.81
423,636332244177397796,33333333,48,35.56
424,636332363765838636,66666666,25,42.81
425,636332348874976726,88888888,23,10.95
426,636332450775377793,66666666,25,42.81
427,636332852986429160,77777777,39,23.44
428,636332855715363112,66666666,14,42.81
429,636332860285799036,11111111,35,10.45
430,636333237034528559,44444444,10,22.61
431,636333342090366373,33333333,36,35.56
432,636333325403352015,44444444,43,22.61
433,636333626651403798,44444444,40,22.61
434,636334865148171091,99999999,31,42.3
435,636335189714487288,11111111,15,10.45
436,636335397001719511,88888888,10,10.95
437,636335588747839889,55555555,18,37.17
438,636335593440866467,99999999,15,42.3
439,636335789692725487,22222222,44,36.22
440,636336156785057684,22222222,37,36.22
441,636336425976481881,66666666,21,42.81
442,636336616011870352,11111111,26,10.45
443,636336930216569916,11111111,32,10.45
444,636337170858167619,33333333,21,35.56
445,636337432628080616,77777777,17,23.44
446,636337721524254517,11111111,14,10.45
447,636337885782831917,88888888,27,10.95
448,636337979381106739,77777777,37,23.44
449,636338334728502151,88888888,3,10.95
450,636338492915802294,11111111,8,10.45
451,636338481773524136,33333333,20,35.56
452,636338741184141375,11111111,42,10.45
453,636338820387642881,22222222,39,36.22
454,636339385358203739,55555555,23,37.17
455,636339394526272259,33333333,5,35.56
456,636339976701054841,77777777,49,23.44
457,636339936364952532,88888888,44,10.95
458,636340017572105063,22222222,11,36.22
459,636340380421847163,44444444,15,22.61
460,636340310496838711,55555555,41,37.17
461,636340589059828095,22222222,6,36.22
462,636340586356028339,66666666,48,42.81
463,636340826544787692,22222222,47,36.22
464,636341535648586636,22222222,18,36.22
465,636341548303691526,66666666,22,42.81
466,636341763758537698,66666666,5,42.81
467,636341944376730926,77777777,26,23.44
468,636342586558676350,77777777,12,23.44
469,636342643395531260,11111111,46,10.45
470,636342875339115190,11111111,39,10.45
471,636342814317628727,11111111,48,10.45
472,636343044037909315,11111111,8,10.45
473,636343095376481713,11111111,24,10.45
474,636343151089263518,44444444,41,22.61
475,636343133429093819,55555555,44,37.17
476,636343469566429096,66666666,33,42.81
477,636343685386648636,11111111,36,10.45
478,636343827391404887,99999999,36,42.3
479,636343822983535063,77777777,26,23.44
480,636343897007626657,11111111,20,10.45
481,636343925777396626,22222222,16,36.22
482,636344114115687434,33333333,40,35.56
483,636344315372608229,55555555,14,37.17
484,636344338599031343,55555555,31,37.17
485,636344419464348336,33333333,4,35.56
486,636344616034078236,33333333,5,35.56
487,636345038599842788,33333333,4,35.56
488,636345415191891919,77777777,43,23.44
489,636345797147146233,99999999,36,42.3
490,636346172333580834,55555555,24,37.17
491,636346984710204774,77777777,28,23.44
492,636347241229703018,66666666,48,42.81
493,636347836692067296,22222222,38,36.22
494,636348729680763915,33333333,33,35.56
495,636349190820650428,33333333,44,35.56
496,636349363600168464,55555555,8,37.17
497,636349537243023781,22222222,47,36.22
498,636349690698662583,66666666,3,42.81
499,636350064606700176,44444444,41,22.61
